Date,Closing_rate
1999-08-18,1.0516
1999-08-19,1.0641
1999-08-20,1.0674
1999-08-23,1.0487
1999-08-24,1.0543
1999-08-25,1.042
1999-08-26,1.0456
1999-08-27,1.0463
1999-08-30,1.0483
1999-08-31,1.0562
1999-09-01,1.0581
1999-09-02,1.0686
1999-09-03,1.061
1999-09-06,1.058
1999-09-07,1.0587
1999-09-08,1.0598
1999-09-09,1.054
1999-09-10,1.0359
1999-09-13,1.0423
1999-09-14,1.0355
1999-09-15,1.0406
1999-09-16,1.0385
1999-09-17,1.0422
1999-09-20,1.0353
1999-09-21,1.0491
1999-09-22,1.0438
1999-09-23,1.0503
1999-09-24,1.0437
1999-09-27,1.046
1999-09-28,1.0522
1999-09-29,1.0639
1999-09-30,1.0682
1999-10-01,1.0718
1999-10-04,1.0734
1999-10-05,1.0736
1999-10-06,1.0688
1999-10-07,1.0711
1999-10-08,1.0632
1999-10-11,1.0631
1999-10-12,1.077
1999-10-13,1.0806
1999-10-14,1.0773
1999-10-15,1.0884
1999-10-18,1.0814
1999-10-19,1.0824
1999-10-20,1.0747
1999-10-21,1.0798
1999-10-22,1.0683
1999-10-25,1.0675
1999-10-26,1.0593
1999-10-27,1.0517
1999-10-28,1.0521
1999-10-29,1.0548
1999-11-01,1.0512
1999-11-02,1.0518
1999-11-03,1.0483
1999-11-04,1.0376
1999-11-05,1.0413
1999-11-08,1.0386
1999-11-09,1.0403
1999-11-10,1.0446
1999-11-11,1.0408
1999-11-12,1.0317
1999-11-15,1.0329
1999-11-16,1.0295
1999-11-17,1.0409
1999-11-18,1.0295
1999-11-19,1.0304
1999-11-22,1.0317
1999-11-23,1.0281
1999-11-24,1.0186
1999-11-25,1.0185
1999-11-26,1.0164
1999-11-29,1.0093
1999-11-30,1.0089
1999-12-01,1.0076
1999-12-02,1.0008
1999-12-03,1.0022
1999-12-06,1.0228
1999-12-07,1.0252
1999-12-08,1.0271
1999-12-09,1.0206
1999-12-10,1.0125
1999-12-13,1.0136
1999-12-14,1.0057
1999-12-15,1.0071
1999-12-16,1.0161
1999-12-17,1.0079
1999-12-20,1.013
1999-12-21,1.0094
1999-12-22,1.0094
1999-12-23,1.0159
1999-12-24,1.0128
1999-12-27,1.0125
1999-12-28,1.0069
1999-12-29,1.0043
1999-12-30,1.008
1999-12-31,1.0070000000000001
2000-01-03,1.0262
2000-01-04,1.0308
2000-01-05,1.0314
2000-01-06,1.0319
2000-01-07,1.0289
2000-01-10,1.0253
2000-01-11,1.0332
2000-01-12,1.031
2000-01-13,1.0252
2000-01-14,1.0125
2000-01-17,1.0115
2000-01-18,1.0128
2000-01-19,1.0119
2000-01-20,1.0172
2000-01-21,1.0089
2000-01-24,1.0075
2000-01-25,1.0003
2000-01-26,1.0009
2000-01-27,0.9881
2000-01-28,0.9745
2000-01-31,0.9693
2000-02-01,0.9721
2000-02-02,0.9762
2000-02-03,0.99
2000-02-04,0.9825
2000-02-07,0.9808
2000-02-08,0.9854
2000-02-09,0.9938
2000-02-10,0.985
2000-02-11,0.9864
2000-02-14,0.9785
2000-02-15,0.9812
2000-02-16,0.9866
2000-02-17,0.9877
2000-02-18,0.9862
2000-02-21,0.9872
2000-02-22,1.0038
2000-02-23,1.0028
2000-02-24,0.9929
2000-02-25,0.9742
2000-02-28,0.9717
2000-02-29,0.9646
2000-03-01,0.9734
2000-03-02,0.9642
2000-03-03,0.9597
2000-03-06,0.9592
2000-03-07,0.9596
2000-03-08,0.9605
2000-03-09,0.9662
2000-03-10,0.9628
2000-03-13,0.9645
2000-03-14,0.968
2000-03-15,0.9672
2000-03-16,0.9713
2000-03-17,0.972
2000-03-20,0.973
2000-03-21,0.9639
2000-03-22,0.961
2000-03-23,0.9716
2000-03-24,0.9769
2000-03-27,0.9665
2000-03-28,0.9603
2000-03-29,0.9514
2000-03-30,0.9609
2000-03-31,0.956
2000-04-03,0.9548
2000-04-04,0.9602
2000-04-05,0.9621
2000-04-06,0.9577
2000-04-07,0.9547
2000-04-10,0.9624
2000-04-11,0.9589
2000-04-12,0.9586
2000-04-13,0.9523
2000-04-14,0.9619
2000-04-17,0.9522
2000-04-18,0.9457
2000-04-19,0.9403
2000-04-20,0.9377
2000-04-21,0.9381
2000-04-24,0.9383
2000-04-25,0.9208
2000-04-26,0.9236
2000-04-27,0.9097
2000-04-28,0.912
2000-05-01,0.9157
2000-05-02,0.9098
2000-05-03,0.8956
2000-05-04,0.8907
2000-05-05,0.8967
2000-05-08,0.8973
2000-05-09,0.9073
2000-05-10,0.9065
2000-05-11,0.9013
2000-05-12,0.9197
2000-05-15,0.9115
2000-05-16,0.9002
2000-05-17,0.8951
2000-05-18,0.8944
2000-05-19,0.8972
2000-05-22,0.9027
2000-05-23,0.9074
2000-05-24,0.903
2000-05-25,0.9125
2000-05-26,0.9309999999999999
2000-05-29,0.9264
2000-05-30,0.9298
2000-05-31,0.9377
2000-06-01,0.9313
2000-06-02,0.9463
2000-06-05,0.9477
2000-06-06,0.9543
2000-06-07,0.9615
2000-06-08,0.9559
2000-06-09,0.9529
2000-06-12,0.9532
2000-06-13,0.9590000000000001
2000-06-14,0.9577
2000-06-15,0.9542
2000-06-16,0.9646
2000-06-19,0.9567
2000-06-20,0.9543
2000-06-21,0.9442
2000-06-22,0.9357
2000-06-23,0.9357
2000-06-26,0.9365
2000-06-27,0.9457
2000-06-28,0.9412
2000-06-29,0.9517
2000-06-30,0.9523
2000-07-03,0.9502
2000-07-04,0.9507
2000-07-05,0.9529
2000-07-06,0.9505
2000-07-07,0.9482
2000-07-10,0.9551
2000-07-11,0.9522
2000-07-12,0.9421
2000-07-13,0.937
2000-07-14,0.9381
2000-07-17,0.9364
2000-07-18,0.924
2000-07-19,0.9242
2000-07-20,0.9328
2000-07-21,0.9368
2000-07-24,0.9335
2000-07-25,0.9382
2000-07-26,0.9431
2000-07-27,0.9317
2000-07-28,0.9229999999999999
2000-07-31,0.9259
2000-08-01,0.9139
2000-08-02,0.9129999999999999
2000-08-03,0.9066
2000-08-04,0.9078
2000-08-07,0.9073
2000-08-08,0.9019
2000-08-09,0.9012
2000-08-10,0.9078
2000-08-11,0.9022
2000-08-14,0.9055
2000-08-15,0.9125
2000-08-16,0.9158
2000-08-17,0.9162
2000-08-18,0.9063
2000-08-21,0.9018
2000-08-22,0.8969
2000-08-23,0.9009
2000-08-24,0.9017
2000-08-25,0.902
2000-08-28,0.8998
2000-08-29,0.8922
2000-08-30,0.8943
2000-08-31,0.8886
2000-09-01,0.8995
2000-09-04,0.8975
2000-09-05,0.8896
2000-09-06,0.8696
2000-09-07,0.8718
2000-09-08,0.866
2000-09-11,0.8579
2000-09-12,0.8635
2000-09-13,0.8593
2000-09-14,0.8642
2000-09-15,0.8532
2000-09-18,0.8533
2000-09-19,0.851
2000-09-20,0.8490000000000001
2000-09-21,0.8614
2000-09-22,0.8758
2000-09-25,0.8742
2000-09-26,0.8826
2000-09-27,0.8831
2000-09-28,0.879
2000-09-29,0.8837
2000-10-02,0.877
2000-10-03,0.8752
2000-10-04,0.8749
2000-10-05,0.8686
2000-10-06,0.8682
2000-10-09,0.868
2000-10-10,0.8715
2000-10-11,0.8656
2000-10-12,0.8622
2000-10-13,0.856
2000-10-16,0.8498
2000-10-17,0.8540000000000001
2000-10-18,0.8388
2000-10-19,0.8431
2000-10-20,0.8419
2000-10-23,0.8352
2000-10-24,0.8356
2000-10-25,0.8270000000000001
2000-10-26,0.8301
2000-10-27,0.8394
2000-10-30,0.8398
2000-10-31,0.8490000000000001
2000-11-01,0.8612
2000-11-02,0.8593
2000-11-03,0.8664
2000-11-06,0.8611
2000-11-07,0.8602
2000-11-08,0.8556
2000-11-09,0.866
2000-11-10,0.8602
2000-11-13,0.8592
2000-11-14,0.8579
2000-11-15,0.857
2000-11-16,0.8518
2000-11-17,0.8487
2000-11-20,0.8511
2000-11-21,0.8433
2000-11-22,0.8440000000000001
2000-11-23,0.838
2000-11-24,0.8383
2000-11-27,0.8512
2000-11-28,0.8564
2000-11-29,0.8574
2000-11-30,0.8722
2000-12-01,0.8784
2000-12-04,0.889
2000-12-05,0.8796
2000-12-06,0.8913
2000-12-07,0.8892
2000-12-08,0.8859999999999999
2000-12-11,0.8758
2000-12-12,0.8788
2000-12-13,0.8766
2000-12-14,0.8905
2000-12-15,0.8952
2000-12-18,0.8934
2000-12-19,0.8943
2000-12-20,0.9094
2000-12-21,0.9159999999999999
2000-12-22,0.924
2000-12-25,0.9251
2000-12-26,0.9308
2000-12-27,0.9304
2000-12-28,0.9294
2000-12-29,0.9422
2001-01-01,0.9406
2001-01-02,0.9496
2001-01-03,0.9281
2001-01-04,0.9490000000000001
2001-01-05,0.9578
2001-01-08,0.9476
2001-01-09,0.9452
2001-01-10,0.9364
2001-01-11,0.9528
2001-01-12,0.9516
2001-01-15,0.9422
2001-01-16,0.9414
2001-01-17,0.9352
2001-01-18,0.9440000000000001
2001-01-19,0.9336
2001-01-22,0.9393
2001-01-23,0.9376
2001-01-24,0.9209999999999999
2001-01-25,0.9242
2001-01-26,0.9238
2001-01-29,0.9162
2001-01-30,0.9265
2001-01-31,0.9362
2001-02-01,0.9388
2001-02-02,0.9359999999999999
2001-02-05,0.938
2001-02-06,0.9307
2001-02-07,0.9278
2001-02-08,0.9187
2001-02-09,0.9245
2001-02-12,0.9309999999999999
2001-02-13,0.9206
2001-02-14,0.9181
2001-02-15,0.9044
2001-02-16,0.9128
2001-02-19,0.9217
2001-02-20,0.9121
2001-02-21,0.9092
2001-02-22,0.9048
2001-02-23,0.9172
2001-02-26,0.9114
2001-02-27,0.9174
2001-02-28,0.9229999999999999
2001-03-01,0.9294
2001-03-02,0.9345
2001-03-05,0.9294
2001-03-06,0.9341
2001-03-07,0.9294
2001-03-08,0.9322
2001-03-09,0.9327
2001-03-12,0.9285
2001-03-13,0.9144
2001-03-14,0.9107
2001-03-15,0.8982
2001-03-16,0.8972
2001-03-19,0.8987
2001-03-20,0.9092
2001-03-21,0.8958
2001-03-22,0.8881
2001-03-23,0.8894
2001-03-26,0.8954
2001-03-27,0.8932
2001-03-28,0.8853
2001-03-29,0.8826
2001-03-30,0.8788
2001-04-02,0.879
2001-04-03,0.897
2001-04-04,0.9014
2001-04-05,0.8959999999999999
2001-04-06,0.904
2001-04-09,0.8972
2001-04-10,0.8889
2001-04-11,0.8883
2001-04-12,0.8925
2001-04-13,0.888
2001-04-16,0.8886
2001-04-17,0.8833
2001-04-18,0.8816
2001-04-19,0.898
2001-04-20,0.9016
2001-04-23,0.8978
2001-04-24,0.8945
2001-04-25,0.897
2001-04-26,0.903
2001-04-27,0.8904
2001-04-30,0.8889
2001-05-01,0.8933
2001-05-02,0.8934
2001-05-03,0.8896
2001-05-04,0.8924
2001-05-07,0.8904
2001-05-08,0.885
2001-05-09,0.8851
2001-05-10,0.8809999999999999
2001-05-11,0.8748
2001-05-14,0.8738
2001-05-15,0.8784
2001-05-16,0.8828
2001-05-17,0.8826
2001-05-18,0.8804
2001-05-21,0.877
2001-05-22,0.8646
2001-05-23,0.8565
2001-05-24,0.8572
2001-05-25,0.8608
2001-05-28,0.8596
2001-05-29,0.8555
2001-05-30,0.857
2001-05-31,0.8468
2001-06-01,0.848
2001-06-04,0.8463
2001-06-05,0.8540000000000001
2001-06-06,0.8482
2001-06-07,0.85
2001-06-08,0.8469
2001-06-11,0.8432
2001-06-12,0.8522
2001-06-13,0.8540000000000001
2001-06-14,0.8611
2001-06-15,0.8616
2001-06-18,0.861
2001-06-19,0.8545
2001-06-20,0.8536
2001-06-21,0.8552
2001-06-22,0.8571
2001-06-25,0.8589
2001-06-26,0.8632
2001-06-27,0.8589
2001-06-28,0.8441
2001-06-29,0.85
2001-07-02,0.8469
2001-07-03,0.8479
2001-07-04,0.8461
2001-07-05,0.8362
2001-07-06,0.8472
2001-07-09,0.8498
2001-07-10,0.8549
2001-07-11,0.8586
2001-07-12,0.8534
2001-07-13,0.8543
2001-07-16,0.8534
2001-07-17,0.8588
2001-07-18,0.8726
2001-07-19,0.8714
2001-07-20,0.8709
2001-07-23,0.8690000000000001
2001-07-24,0.8737
2001-07-25,0.88
2001-07-26,0.8778
2001-07-27,0.8772
2001-07-30,0.8740000000000001
2001-07-31,0.8758
2001-08-01,0.8809999999999999
2001-08-02,0.8834
2001-08-03,0.8842
2001-08-06,0.8816
2001-08-07,0.8771
2001-08-08,0.8802
2001-08-09,0.8923
2001-08-10,0.8931
2001-08-13,0.8964
2001-08-14,0.903
2001-08-15,0.9137
2001-08-16,0.9113
2001-08-17,0.9178
2001-08-20,0.9142
2001-08-21,0.9179999999999999
2001-08-22,0.914
2001-08-23,0.915
2001-08-24,0.9128
2001-08-27,0.9114
2001-08-28,0.9114
2001-08-29,0.9096
2001-08-30,0.9165
2001-08-31,0.9114
2001-09-03,0.9072
2001-09-04,0.8879
2001-09-05,0.8867
2001-09-06,0.8962
2001-09-07,0.9063
2001-09-10,0.8992
2001-09-11,0.9146
2001-09-12,0.9068
2001-09-13,0.9114
2001-09-14,0.9209999999999999
2001-09-17,0.924
2001-09-18,0.9276
2001-09-19,0.9274
2001-09-20,0.9271
2001-09-21,0.9138
2001-09-24,0.9159
2001-09-25,0.9224
2001-09-26,0.9229999999999999
2001-09-27,0.9174
2001-09-28,0.9098
2001-10-01,0.9169
2001-10-02,0.9188
2001-10-03,0.9133
2001-10-04,0.9175
2001-10-05,0.9186
2001-10-08,0.9209999999999999
2001-10-09,0.9131
2001-10-10,0.9103
2001-10-11,0.9022
2001-10-12,0.9093
2001-10-15,0.9082
2001-10-16,0.9083
2001-10-17,0.9034
2001-10-18,0.9045
2001-10-19,0.8981
2001-10-22,0.8917
2001-10-23,0.8904
2001-10-24,0.8934
2001-10-25,0.893
2001-10-26,0.8933
2001-10-29,0.9045
2001-10-30,0.9045
2001-10-31,0.8997
2001-11-01,0.9027
2001-11-02,0.9021
2001-11-05,0.8974
2001-11-06,0.895
2001-11-07,0.8981
2001-11-08,0.8927
2001-11-09,0.8939
2001-11-12,0.8942
2001-11-13,0.8809
2001-11-14,0.8828
2001-11-15,0.8816
2001-11-16,0.884
2001-11-19,0.8785
2001-11-20,0.8828
2001-11-21,0.8788
2001-11-22,0.8778
2001-11-23,0.8779
2001-11-26,0.8801
2001-11-27,0.8833
2001-11-28,0.8876
2001-11-30,0.8958
2001-12-03,0.8913
2001-12-04,0.8904
2001-12-05,0.8878
2001-12-06,0.8945
2001-12-07,0.8894
2001-12-10,0.8903
2001-12-11,0.8926
2001-12-12,0.8982
2001-12-13,0.8924
2001-12-14,0.903
2001-12-17,0.9018
2001-12-18,0.9029
2001-12-19,0.9004
2001-12-20,0.9005
2001-12-21,0.8883
2001-12-24,0.877
2001-12-25,0.8784
2001-12-26,0.8794
2001-12-27,0.8827
2001-12-28,0.8835
2001-12-31,0.8902
2002-01-02,0.9027
2002-01-03,0.8991
2002-01-04,0.8948
2002-01-07,0.8934
2002-01-08,0.8923
2002-01-09,0.8909999999999999
2002-01-10,0.8912
2002-01-11,0.8923
2002-01-14,0.8941
2002-01-15,0.8832
2002-01-16,0.8823
2002-01-17,0.8808
2002-01-18,0.8842
2002-01-21,0.8836
2002-01-22,0.8859999999999999
2002-01-23,0.878
2002-01-24,0.8771
2002-01-25,0.8654
2002-01-28,0.8622
2002-01-29,0.8652
2002-01-30,0.8615
2002-01-31,0.8582
2002-02-01,0.8616
2002-02-04,0.8703
2002-02-05,0.8671
2002-02-06,0.8672
2002-02-07,0.8706
2002-02-08,0.8728
2002-02-11,0.8766
2002-02-12,0.8763
2002-02-13,0.8705
2002-02-14,0.8737
2002-02-15,0.8732
2002-02-18,0.8706
2002-02-19,0.8763
2002-02-20,0.8695
2002-02-21,0.8697
2002-02-22,0.8752
2002-02-25,0.8689
2002-02-26,0.8636
2002-02-27,0.8656
2002-02-28,0.8689
2002-03-01,0.8645
2002-03-04,0.8692
2002-03-05,0.8719
2002-03-06,0.8765
2002-03-07,0.8819
2002-03-08,0.8738
2002-03-11,0.8753
2002-03-12,0.8759
2002-03-13,0.8759999999999999
2002-03-14,0.8827
2002-03-15,0.8822
2002-03-18,0.8826
2002-03-19,0.882
2002-03-20,0.8852
2002-03-21,0.882
2002-03-22,0.8772
2002-03-25,0.8774
2002-03-26,0.8767
2002-03-27,0.8724
2002-03-28,0.8701
2002-03-29,0.8712
2002-04-01,0.8805
2002-04-02,0.879
2002-04-03,0.8809
2002-04-04,0.8769
2002-04-05,0.8791
2002-04-08,0.8738
2002-04-09,0.8806
2002-04-10,0.8799
2002-04-11,0.8828
2002-04-12,0.8794
2002-04-15,0.8792
2002-04-16,0.8821
2002-04-17,0.8895
2002-04-18,0.8909999999999999
2002-04-19,0.8917
2002-04-22,0.8893
2002-04-23,0.8891
2002-04-24,0.8925
2002-04-25,0.8979
2002-04-26,0.9018
2002-04-29,0.9037
2002-04-30,0.8997
2002-05-01,0.9053
2002-05-02,0.9027
2002-05-03,0.9172
2002-05-06,0.9182
2002-05-07,0.9147
2002-05-08,0.9046
2002-05-09,0.9093
2002-05-10,0.9139
2002-05-13,0.9111
2002-05-14,0.9027
2002-05-15,0.9118
2002-05-16,0.9112
2002-05-17,0.9203
2002-05-20,0.9212
2002-05-21,0.9191
2002-05-22,0.9253
2002-05-23,0.9209999999999999
2002-05-24,0.9205
2002-05-28,0.9284
2002-05-29,0.9358
2002-05-30,0.9373
2002-05-31,0.9325
2002-06-03,0.9403
2002-06-04,0.9394
2002-06-05,0.9391
2002-06-06,0.9456
2002-06-07,0.9435
2002-06-10,0.9444
2002-06-11,0.9486
2002-06-12,0.9433
2002-06-13,0.9424
2002-06-14,0.9453
2002-06-17,0.9434
2002-06-18,0.951
2002-06-19,0.9568
2002-06-20,0.9659
2002-06-21,0.9706
2002-06-24,0.9704
2002-06-25,0.9784
2002-06-26,0.9814
2002-06-27,0.9878
2002-06-28,0.9912
2002-07-01,0.99
2002-07-02,0.9857
2002-07-03,0.9799
2002-07-04,0.9803
2002-07-05,0.9729
2002-07-08,0.9875
2002-07-09,0.9933
2002-07-10,0.9885
2002-07-11,0.9896
2002-07-12,0.991
2002-07-15,1.0032
2002-07-16,1.0129
2002-07-17,1.0074
2002-07-18,1.0096
2002-07-19,1.0142
2002-07-22,1.0075
2002-07-23,0.9874
2002-07-24,0.9946
2002-07-25,1.0042
2002-07-26,0.9871
2002-07-29,0.9805
2002-07-30,0.9835
2002-07-31,0.9772
2002-08-01,0.9842
2002-08-02,0.987
2002-08-05,0.9813
2002-08-06,0.9665
2002-08-07,0.9743
2002-08-08,0.9666
2002-08-09,0.9698
2002-08-12,0.9785
2002-08-13,0.9825
2002-08-14,0.9779
2002-08-15,0.982
2002-08-16,0.9845
2002-08-19,0.9757
2002-08-20,0.9792
2002-08-21,0.9799
2002-08-22,0.9689
2002-08-23,0.9726
2002-08-26,0.9713
2002-08-27,0.9831
2002-08-28,0.9792
2002-08-29,0.9840000000000001
2002-08-30,0.9821
2002-09-02,0.9840000000000001
2002-09-03,0.9969
2002-09-04,0.9913
2002-09-05,0.9921
2002-09-06,0.9815
2002-09-09,0.9791
2002-09-10,0.9753
2002-09-11,0.9758
2002-09-12,0.9818
2002-09-13,0.9711
2002-09-16,0.9687
2002-09-17,0.9729
2002-09-18,0.9772
2002-09-19,0.9867
2002-09-20,0.9812
2002-09-23,0.9767
2002-09-24,0.9802
2002-09-25,0.9771
2002-09-26,0.9776
2002-09-27,0.9806
2002-09-30,0.9874
2002-10-01,0.9831
2002-10-02,0.9866
2002-10-03,0.9874
2002-10-04,0.9789
2002-10-07,0.9833
2002-10-08,0.9788
2002-10-09,0.99
2002-10-10,0.9851
2002-10-11,0.9869
2002-10-14,0.9867
2002-10-15,0.9813
2002-10-16,0.9814
2002-10-17,0.9707
2002-10-18,0.9715
2002-10-21,0.9739
2002-10-22,0.9776
2002-10-23,0.9762
2002-10-24,0.9775
2002-10-25,0.976
2002-10-28,0.9844
2002-10-29,0.9829
2002-10-30,0.9825
2002-10-31,0.9901
2002-11-01,0.9967
2002-11-04,0.9976
2002-11-05,0.9996
2002-11-06,1.0026
2002-11-07,1.0090000000000001
2002-11-08,1.0127
2002-11-11,1.0105
2002-11-12,1.0121
2002-11-13,1.0077
2002-11-14,1.0041
2002-11-15,1.0091
2002-11-18,1.0083
2002-11-19,1.003
2002-11-20,1.0011
2002-11-21,1.0019
2002-11-22,0.9971
2002-11-25,0.9915
2002-11-26,0.9934
2002-11-27,0.9903
2002-11-28,0.9941
2002-11-29,0.9943
2002-12-02,0.9967
2002-12-03,0.996
2002-12-04,1.0003
2002-12-05,1.0005
2002-12-06,1.0098
2002-12-09,1.0104
2002-12-10,1.0083
2002-12-11,1.0082
2002-12-12,1.0185
2002-12-13,1.023
2002-12-16,1.022
2002-12-17,1.0285
2002-12-18,1.0263
2002-12-19,1.0271
2002-12-20,1.0267
2002-12-23,1.0262
2002-12-24,1.0298
2002-12-25,1.0321
2002-12-26,1.0378
2002-12-27,1.0436
2002-12-30,1.0486
2002-12-31,1.0496
2003-01-01,1.0490000000000002
2003-01-02,1.0359
2003-01-03,1.0419
2003-01-06,1.0468
2003-01-07,1.0412
2003-01-08,1.0496
2003-01-09,1.0485
2003-01-10,1.0574
2003-01-13,1.054
2003-01-14,1.0551
2003-01-15,1.0548
2003-01-16,1.0615
2003-01-17,1.0666
2003-01-20,1.068
2003-01-21,1.0724
2003-01-22,1.0729
2003-01-23,1.0757
2003-01-24,1.0819
2003-01-27,1.0855
2003-01-28,1.0818
2003-01-29,1.0832
2003-01-30,1.082
2003-01-31,1.077
2003-02-03,1.0778
2003-02-04,1.088
2003-02-05,1.0784
2003-02-06,1.0842
2003-02-07,1.0824
2003-02-10,1.0735
2003-02-11,1.0731
2003-02-12,1.0721
2003-02-13,1.0822
2003-02-14,1.0794
2003-02-17,1.0731
2003-02-18,1.069
2003-02-19,1.0743
2003-02-20,1.0815
2003-02-21,1.0764
2003-02-24,1.0792
2003-02-25,1.0755
2003-02-26,1.0782
2003-02-27,1.0751
2003-02-28,1.0796
2003-03-03,1.0895
2003-03-04,1.0889
2003-03-05,1.0955
2003-03-06,1.0965
2003-03-07,1.1006
2003-03-10,1.1053
2003-03-11,1.1042
2003-03-12,1.1004
2003-03-13,1.0792
2003-03-14,1.0745
2003-03-17,1.0627
2003-03-18,1.0633
2003-03-19,1.0555
2003-03-20,1.062
2003-03-21,1.0531
2003-03-24,1.0635
2003-03-25,1.0647
2003-03-26,1.0685
2003-03-27,1.069
2003-03-28,1.0782
2003-03-31,1.0901
2003-04-01,1.0897
2003-04-02,1.0767
2003-04-03,1.0736
2003-04-04,1.0732
2003-04-07,1.0673
2003-04-08,1.0718
2003-04-09,1.0773
2003-04-10,1.0788
2003-04-11,1.0756
2003-04-14,1.0773
2003-04-15,1.0804
2003-04-16,1.091
2003-04-17,1.0883
2003-04-18,1.0879
2003-04-21,1.0859
2003-04-22,1.0975
2003-04-23,1.0955
2003-04-24,1.1036
2003-04-25,1.1037
2003-04-28,1.0988
2003-04-29,1.1076
2003-04-30,1.1181
2003-05-01,1.1238
2003-05-02,1.1231
2003-05-05,1.1292
2003-05-06,1.1439
2003-05-07,1.1352
2003-05-08,1.1485
2003-05-09,1.1489
2003-05-12,1.1565
2003-05-13,1.1536
2003-05-14,1.1473
2003-05-15,1.138
2003-05-16,1.1598
2003-05-19,1.1648
2003-05-20,1.1713
2003-05-21,1.1641
2003-05-22,1.1695
2003-05-23,1.1842
2003-05-26,1.1858
2003-05-27,1.1816
2003-05-28,1.1755
2003-05-29,1.1908
2003-05-30,1.1783
2003-06-02,1.1769
2003-06-03,1.1736
2003-06-04,1.1638
2003-06-05,1.1842
2003-06-06,1.1698
2003-06-09,1.1713
2003-06-10,1.1668
2003-06-11,1.1754
2003-06-12,1.1762
2003-06-13,1.1871
2003-06-16,1.182
2003-06-17,1.1779
2003-06-18,1.168
2003-06-19,1.172
2003-06-20,1.1603
2003-06-23,1.1548
2003-06-24,1.1514
2003-06-25,1.1531
2003-06-26,1.1416
2003-06-27,1.1420000000000001
2003-06-30,1.1521
2003-07-01,1.1565
2003-07-02,1.153
2003-07-03,1.1495
2003-07-04,1.1492
2003-07-07,1.1314
2003-07-08,1.1314
2003-07-09,1.1349
2003-07-10,1.1381
2003-07-11,1.1278
2003-07-14,1.1282
2003-07-15,1.1177
2003-07-16,1.1221
2003-07-17,1.1214
2003-07-18,1.1267
2003-07-21,1.1347
2003-07-22,1.1328
2003-07-23,1.1481
2003-07-24,1.147
2003-07-25,1.151
2003-07-28,1.1487
2003-07-29,1.1439
2003-07-30,1.1352
2003-07-31,1.1231
2003-08-01,1.1271
2003-08-04,1.1353
2003-08-05,1.1387
2003-08-06,1.1333
2003-08-07,1.1373
2003-08-08,1.1304
2003-08-11,1.136
2003-08-12,1.1276
2003-08-13,1.1315
2003-08-14,1.1271
2003-08-15,1.1261
2003-08-18,1.1145
2003-08-19,1.1141
2003-08-20,1.1119
2003-08-21,1.0925
2003-08-22,1.0885
2003-08-25,1.0846
2003-08-26,1.0859
2003-08-27,1.0871
2003-08-28,1.0881
2003-08-29,1.0979999999999999
2003-09-01,1.0961
2003-09-02,1.0805
2003-09-03,1.084
2003-09-04,1.0937
2003-09-05,1.1107
2003-09-08,1.1069
2003-09-09,1.1226
2003-09-10,1.1202
2003-09-11,1.1201
2003-09-12,1.1289
2003-09-15,1.1283
2003-09-16,1.117
2003-09-17,1.1281
2003-09-18,1.1246
2003-09-19,1.1379
2003-09-22,1.146
2003-09-23,1.1432
2003-09-24,1.1486
2003-09-25,1.1471
2003-09-26,1.1476
2003-09-29,1.1617
2003-09-30,1.1655
2003-10-01,1.1726
2003-10-02,1.1686
2003-10-03,1.1577
2003-10-06,1.1709
2003-10-07,1.1771
2003-10-08,1.1816
2003-10-09,1.1743
2003-10-10,1.1794
2003-10-13,1.1713
2003-10-14,1.1731
2003-10-15,1.1614
2003-10-16,1.1597
2003-10-17,1.1676
2003-10-20,1.1626
2003-10-21,1.1669
2003-10-22,1.1806
2003-10-23,1.1796
2003-10-24,1.1781
2003-10-27,1.1735
2003-10-28,1.1674
2003-10-29,1.1662
2003-10-30,1.1624
2003-10-31,1.1583
2003-11-03,1.1461
2003-11-04,1.1492
2003-11-05,1.1436
2003-11-06,1.1412
2003-11-07,1.1517
2003-11-10,1.1468
2003-11-11,1.1512
2003-11-12,1.1628
2003-11-13,1.1731
2003-11-14,1.1782
2003-11-17,1.1746
2003-11-18,1.1962
2003-11-19,1.1889
2003-11-20,1.1908
2003-11-21,1.1922
2003-11-24,1.177
2003-11-25,1.1795
2003-11-26,1.1927
2003-11-27,1.1914
2003-11-28,1.1996
2003-12-01,1.1968
2003-12-02,1.2104
2003-12-03,1.2118
2003-12-04,1.2081
2003-12-05,1.2186
2003-12-08,1.2225
2003-12-09,1.2246
2003-12-10,1.2212
2003-12-11,1.222
2003-12-12,1.2274
2003-12-15,1.2311
2003-12-16,1.2329999999999999
2003-12-17,1.2395
2003-12-18,1.2418
2003-12-19,1.2379
2003-12-22,1.2401
2003-12-23,1.2403
2003-12-24,1.2442
2003-12-26,1.242
2003-12-29,1.2489
2003-12-30,1.2542
2003-12-31,1.2586
2004-01-02,1.2592
2004-01-05,1.2675
2004-01-06,1.2728
2004-01-07,1.2623
2004-01-08,1.2773
2004-01-09,1.2816
2004-01-12,1.2736
2004-01-13,1.2769
2004-01-14,1.2645
2004-01-15,1.2588
2004-01-16,1.2391
2004-01-19,1.2358
2004-01-20,1.2597
2004-01-21,1.2637
2004-01-22,1.2727
2004-01-23,1.2581
2004-01-26,1.2468
2004-01-27,1.2641
2004-01-28,1.2429
2004-01-29,1.2406
2004-01-30,1.2464
2004-02-02,1.2438
2004-02-03,1.2541
